ID,Win_ID,Lose_ID,Tie_ID_1,Tie_ID_2
1,Camden,Brunswick,,
2,Camden,Mt_Ararat,,
3,Camden,Oceanside,,
4,Camden,Mt_Blue,,
5,Camden,Lincoln_Academy,,
6,Camden,Lewiston,,
7,Camden,Belfast,,
8,Camden,Mt_Ararat,,
9,Camden,Edward_Little,,
10,Camden,Brunswick,,
11,Camden,Medomak_Valley,,
12,Hampden,Bangor,,
13,Hampden,Brewer,,
14,Hampden,Hermon,,
15,Hampden,Brewer,,
16,Hampden,Ellsworth,,
17,Hampden,Bangor,,
18,Hampden,Skowhegan,,
19,Hampden,Foxcroft_Academy,,
20,Hampden,Ellsworth,,
21,Skowhegan,Brewer,,
22,Skowhegan,Edward_Little,,
23,Skowhegan,Hampden,,
24,Skowhegan,Brewer,,
25,Skowhegan,Waterville,,
26,Skowhegan,Mt_Blue,,
27,Skowhegan,Bangor,,
28,Skowhegan,Lewiston,,
29,Skowhegan,Bangor,,
30,Brunswick,Lewiston,,
31,Brunswick,Mt_Ararat,,
32,Brunswick,Edward_Little,,
33,Brunswick,Morse,,
34,Brunswick,Mt_Blue,,
35,Brunswick,Edward_Little,,
36,Brunswick,Mt_Ararat,,
37,Brunswick,Lewiston,,
38,Mt_Blue,Lewiston,,
39,Mt_Blue,Skowhegan,,
40,Mt_Blue,Waterville,,
41,Mt_Blue,Cony,,
42,Mt_Blue,Waterville,,
43,Mt_Blue,Lewiston,,
44,Mt_Blue,Edward_Little,,
45,Mt_Ararat,Edward_Little,,
46,Mt_Ararat,Mt_Blue,,
47,Mt_Ararat,Lewiston,,
48,Mt_Ararat,Morse,,
49,Mt_Ararat,Lewiston,,
50,Mt_Ararat,Edward_Little,,
51,Bangor,Ellsworth,,
52,Bangor,Brewer,,
53,Bangor,Brewer,,
54,Edward_Little,Mt_Blue,,
55,Edward_Little,Lewiston,,
56,Edward_Little,Cony,,
57,Brewer,Washington_Academy,,
58,Brewer,Belfast,,
59,Brewer,Belfast,,
60,Lewiston,Edward_Little,,
61,Lewiston,Gardiner,,
62,Thornton_Academy,Westbrook,,
63,Thornton_Academy,Deering,,
64,Thornton_Academy,Cheverus,,
65,Thornton_Academy,Windham,,
66,Thornton_Academy,Portland,,
67,Thornton_Academy,Sanford,,
68,Thornton_Academy,Falmouth,,
69,Thornton_Academy,Biddeford,,
70,Thornton_Academy,Marshwood,,
71,Thornton_Academy,Kennebunk,,
72,Thornton_Academy,Gorham,,
73,Thornton_Academy,Bonny_Eagle,,
74,Kennebunk,Cheverus,,
75,Kennebunk,Portland,,
76,Kennebunk,Falmouth,,
77,Kennebunk,Windham,,
78,Kennebunk,Sanford,,
79,Kennebunk,Biddeford,,
80,Kennebunk,South_Portland,,
81,Kennebunk,Marshwood,,
82,Kennebunk,Gorham,,
83,Kennebunk,Deering,,
84,Kennebunk,Bonny_Eagle,,
85,Portland,Biddeford,,
86,Portland,Sanford,,
87,Portland,Marshwood,,
88,Portland,Falmouth,,
89,Portland,Bonny_Eagle,,
90,Portland,Gorham,,
91,Portland,South_Portland,,
92,Portland,Westbrook,,
93,Portland,Scarborough,,
94,Portland,Windham,,
95,Cheverus,Biddeford,,
96,Cheverus,Marshwood,,
97,Cheverus,Bonny_Eagle,,
98,Cheverus,Deering,,
99,Cheverus,South_Portland,,
100,Cheverus,Sanford,,
101,Cheverus,Westbrook,,
102,Cheverus,Windham,,
103,Cheverus,Falmouth,,
104,South_Portland,Gorham,,
105,South_Portland,Scarborough,,
106,South_Portland,Westbrook,,
107,South_Portland,Windham,,
108,South_Portland,Falmouth,,
109,South_Portland,Sanford,,
110,South_Portland,Deering,,
111,South_Portland,Biddeford,,
112,South_Portland,Marshwood,,
113,Falmouth,Marshwood,,
114,Falmouth,Scarborough,,
115,Falmouth,Windham,,
116,Falmouth,Gorham,,
117,Falmouth,Bonny_Eagle,,
118,Falmouth,Deering,,
119,Westbrook,Bonny_Eagle,,
120,Westbrook,Gorham,,
121,Westbrook,Windham,,
122,Westbrook,Falmouth,,
123,Westbrook,Deering,,
124,Westbrook,Biddeford,,
125,Westbrook,Sanford,,
126,Scarborough,Westbrook,,
127,Scarborough,Marshwood,,
128,Scarborough,Bonny_Eagle,,
129,Scarborough,Windham,,
130,Scarborough,Sanford,,
131,Scarborough,Deering,,
132,Scarborough,Biddeford,,
133,Gorham,Biddeford,,
134,Gorham,Sanford,,
135,Gorham,Marshwood,,
136,Gorham,Windham,,
137,Gorham,Scarborough,,
138,Gorham,Deering,,
139,Deering,Biddeford,,
140,Deering,Bonny_Eagle,,
141,Deering,Marshwood,,
142,Deering,Windham,,
143,Marshwood,Sanford,,
144,Marshwood,Biddeford,,
145,Marshwood,Bonny_Eagle,,
146,Bonny_Eagle,Windham,,
147,Bonny_Eagle,Sanford,,
148,Bonny_Eagle,Biddeford,,
149,Biddeford,Sanford,,
150,Windham,Sanford,,
151,John_Bapst,Old_Town,,
152,John_Bapst,Hermon,,
153,John_Bapst,Bangor,,
154,John_Bapst,Presque_Isle,,
155,John_Bapst,Presque_Isle,,
156,John_Bapst,Hampden,,
157,John_Bapst,Old_Town,,
158,John_Bapst,Hermon,,
159,John_Bapst,Caribou,,
160,John_Bapst,Caribou,,
161,John_Bapst,Bangor,,
162,John_Bapst,Hampden,,
163,MDI,Old_Town,,
164,MDI,Brewer,,
165,MDI,Washington_Academy,,
166,MDI,Belfast,,
167,MDI,Washington_Academy,,
168,MDI,Bangor,,
169,MDI,Bangor,,
170,MDI,Ellsworth,,
171,MDI,Belfast,,
172,MDI,Old_Town,,
173,MDI,Brewer,,
174,MDI,Ellsworth,,
175,Presque_Isle,Madawaska,,
176,Presque_Isle,Caribou,,
177,Presque_Isle,Fort_Kent,,
178,Presque_Isle,Caribou,,
179,Presque_Isle,Houlton,,
180,Presque_Isle,Fort_Kent,,
181,Presque_Isle,Hermon,,
182,Presque_Isle,Hermon,,
183,Presque_Isle,Madawaska,,
184,Presque_Isle,Houlton,,
185,Foxcroft_Academy,Old_Town,,
186,Foxcroft_Academy,Dexter,,
187,Foxcroft_Academy,Washington_Academy,,
188,Foxcroft_Academy,Hermon,,
189,Foxcroft_Academy,Piscataquis,,
190,Foxcroft_Academy,Old_Town,,
191,Foxcroft_Academy,Piscataquis,,
192,Foxcroft_Academy,Dexter,,
193,Foxcroft_Academy,Washington_Academy,,
194,Waterville,MCI,,
195,Waterville,Belfast,,
196,Waterville,Gardiner,,
197,Waterville,Cony,,
198,Waterville,Cony,,
199,Ellsworth,Washington_Academy,,
200,Ellsworth,Belfast,,
201,Ellsworth,Belfast,,
202,Ellsworth,Hermon,,
203,Ellsworth,Washington_Academy,,
204,Ellsworth,Bangor,,
205,Ellsworth,Hermon,,
206,Caribou,Hermon,,
207,Caribou,Hermon,,
208,Caribou,Houlton,,
209,Caribou,Madawaska,,
210,Caribou,Houlton,,
211,Caribou,Fort_Kent,,
212,Caribou,Madawaska,,
213,Old_Town,Washington_Academy,,
214,Old_Town,Hermon,,
215,Belfast,Oceanside,,
216,Belfast,Oceanside,,
217,Hermon,Old_Town,,
218,Oceanside,Gardiner,,
219,Yarmouth,Cape_Elizabeth,,
220,Yarmouth,York,,
221,Yarmouth,Waynflete,,
222,Yarmouth,Freeport,,
223,Yarmouth,Greely,,
224,Yarmouth,Cape_Elizabeth,,
225,Yarmouth,Waynflete,,
226,Yarmouth,NYA,,
227,Yarmouth,NYA,,
228,Yarmouth,Greely,,
229,Yarmouth,Lake_Region,,
230,Yarmouth,York,,
231,Medomak_Valley,Oceanside,,
232,Medomak_Valley,Camden,,
233,Medomak_Valley,Gardiner,,
234,Medomak_Valley,Waterville,,
235,Medomak_Valley,Cony,,
236,Medomak_Valley,Erskine,,
237,Medomak_Valley,Morse,,
238,Medomak_Valley,Belfast,,
239,Medomak_Valley,Lincoln_Academy,,
240,Medomak_Valley,Oceanside,,
241,Greely,Lake_Region,,
242,Greely,Waynflete,,
243,Greely,Cape_Elizabeth,,
244,Greely,York,,
245,Greely,Lake_Region,,
246,Greely,Waynflete,,
247,Greely,NYA,,
248,Greely,York,,
249,Greely,Freeport,,
250,Greely,Cape_Elizabeth,,
251,Freeport,Mt_Ararat,,
252,Freeport,York,,
253,Freeport,Brunswick,,
254,Freeport,NYA,,
255,Freeport,Cape_Elizabeth,,
256,Freeport,Lake_Region,,
257,Freeport,Brunswick,,
258,Freeport,Mt_Ararat,,
259,Lincoln_Academy,Medomak_Valley,,
260,Lincoln_Academy,Waterville,,
261,Lincoln_Academy,Gardiner,,
262,Lincoln_Academy,Morse,,
263,Lincoln_Academy,Cony,,
264,Lincoln_Academy,Erskine,,
265,Lincoln_Academy,Oceanside,,
266,Lincoln_Academy,Oceanside,,
267,Lincoln_Academy,Gardiner,,
268,Lincoln_Academy,Morse,,
269,Erskine,Gardiner,,
270,Erskine,Oceanside,,
271,Erskine,Morse,,
272,Erskine,Cony,,
273,Erskine,Waterville,,
274,Erskine,Cony,,
275,Erskine,Skowhegan,,
276,Erskine,Morse,,
277,Erskine,Gardiner,,
278,Morse,Gardiner,,
279,Morse,Cony,,
280,Morse,Edward_Little,,
281,Morse,Lewiston,,
282,Morse,Oceanside,,
283,Cape_Elizabeth,Lake_Region,,
284,Cape_Elizabeth,York,,
285,Cape_Elizabeth,York,,
286,Cape_Elizabeth,Lake_Region,,
287,Cony,Oceanside,,
288,Cony,Gardiner,,
289,Cony,Gardiner,,
290,York,Lake_Region,,
291,York,Lake_Region,,
292,MCI,Piscataquis,,
293,MCI,Foxcroft_Academy,,
294,MCI,Oceanside,,
295,MCI,Waterville,,
296,MCI,Piscataquis,,
297,MCI,Gardiner,,
298,MCI,Erskine,,
299,MCI,George_Stevens,,
300,MCI,Foxcroft_Academy,,
301,MCI,Belfast,,
302,MCI,George_Stevens,,
303,Orono,Penobscot,,
304,Orono,Mattanawcook_Academy,,
305,Orono,Piscataquis,,
306,Orono,Old_Town,,
307,Orono,Dexter,,
308,Orono,George_Stevens,,
309,Orono,Mattanawcook_Academy,,
310,Orono,Piscataquis,,
311,Orono,Old_Town,,
312,Orono,Penobscot,,
313,Orono,Dexter,,
314,Mattanawcook_Academy,Piscataquis,,
315,Mattanawcook_Academy,Lee_Academy,,
316,Mattanawcook_Academy,Penobscot,,
317,Mattanawcook_Academy,George_Stevens,,
318,Mattanawcook_Academy,Schenck_Stearns,,
319,Mattanawcook_Academy,Lee_Academy,,
320,Mattanawcook_Academy,Piscataquis,,
321,Mattanawcook_Academy,Schenck_Stearns,,
322,Mattanawcook_Academy,Penobscot,,
323,Van_Buren,Schenck_Stearns,,
324,Van_Buren,George_Stevens,,
325,Van_Buren,Madawaska,,
326,Van_Buren,Schenck_Stearns,,
327,Van_Buren,Fort_Kent,,
328,Van_Buren,Fort_Kent,,
329,Van_Buren,Madawaska,,
330,Van_Buren,Houlton,,
331,Van_Buren,Houlton,,
332,Lee_Academy,Penobscot,,
333,Lee_Academy,Woodland,,
334,Lee_Academy,Calais,,
335,Lee_Academy,Dexter,,
336,Lee_Academy,Dexter,,
337,Lee_Academy,Penobscot,,
338,Schenck_Stearns,Penobscot,,
339,Schenck_Stearns,Dexter,,
340,Schenck_Stearns,Lee_Academy,,
341,Schenck_Stearns,Lee_Academy,,
342,Washington_Academy,Calais,,
343,Washington_Academy,Calais,,
344,Washington_Academy,Old_Town,,
345,Washington_Academy,Brewer,,
346,Houlton,Schenck_Stearns,,
347,Houlton,Schenck_Stearns,,
348,Houlton,Madawaska,,
349,Calais,Woodland,,
350,Calais,Woodland,,
351,Calais,Lee_Academy,,
352,Calais,Deer_Isle,,
353,Calais,Deer_Isle,,
354,Calais,Woodland,,
355,Calais,Woodland,,
356,Penobscot,Deer_Isle,,
357,Penobscot,Deer_Isle,,
358,Piscataquis,Penobscot,,
359,Penobscot,Schenck_Stearns,,
360,Penobscot,Piscataquis,,
361,Piscataquis,Dexter,,
362,Piscataquis,Dexter,,
363,Dexter,Deer_Isle,,
364,Dexter,Deer_Isle,,
365,Dexter,Schenck_Stearns,,
366,Madawaska,Houlton,,
367,Madawaska,Fort_Kent,,
368,Madawaska,Fort_Kent,,
369,Deer_Isle,Woodland,,
370,Deer_Isle,Woodland,,
371,Madison,Mountain_Valley,,
372,Madison,Spruce_Mountain,,
373,Madison,Winthrop,,
374,Madison,Boothbay,,
375,Madison,Carrabec,,
376,Madison,Boothbay,,
377,Madison,Spruce_Mountain,,
378,Madison,Winthrop,,
379,Carrabec,Winthrop,,
380,Carrabec,Boothbay,,
381,Carrabec,Mountain_Valley,,
382,Carrabec,Dirigo,,
383,Carrabec,Winthrop,,
384,Carrabec,Dirigo,,
385,Carrabec,Spruce_Mountain,,
386,Dirigo,Madison,,
387,Dirigo,Winthrop,,
388,Dirigo,Boothbay,,
389,Dirigo,Spruce_Mountain,,
390,Dirigo,Mountain_Valley,,
391,Dirigo,Boothbay,,
392,Waynflete,Lake_Region,,
393,Waynflete,Cape_Elizabeth,,
394,Waynflete,NYA,,
395,Waynflete,Lake_Region,,
396,Waynflete,York,,
397,Waynflete,Freeport,,
398,Waynflete,Cape_Elizabeth,,
399,Waynflete,NYA,,
400,Mountain_Valley,Boothbay,,
401,Mountain_Valley,Winthrop,,
402,Mountain_Valley,Spruce_Mountain,,
403,Mountain_Valley,Madison,,
404,Mountain_Valley,Dirigo,,
405,Mountain_Valley,Winthrop,,
406,Spruce_Mountain,Winthrop,,
407,Spruce_Mountain,Boothbay,,
408,Spruce_Mountain,Carrabec,,
409,Spruce_Mountain,Dirigo,,
410,Spruce_Mountain,Mountain_Valley,,
411,NYA,Lake_Region,,
412,NYA,York,,
413,NYA,Freeport,,
414,NYA,Cape_Elizabeth,,
415,NYA,Lake_Region,,
416,NYA,York,,
417,Boothbay,Winthrop,,
418,Boothbay,Carrabec,,
419,Boothbay,Winthrop,,
420,George_Stevens,Deer_Isle,,
421,George_Stevens,Deer_Isle,,
422,George_Stevens,Van_Buren,,
423,George_Stevens,Calais,,
424,George_Stevens,Calais,,
425,George_Stevens,Mattanawcook_Academy,,
426,George_Stevens,Orono,,
427,George_Stevens,Orono,,
428,,,Caribou,Fort_Kent